지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),합계 일조시간(hr)
212,홍천,2012-05,18,25.7,11.2,43.1,17.5,13.5,253.9
212,홍천,2012-06,22.9,30,17.1,62.6,49.5,9,223.6
212,홍천,2012-07,25.2,30.5,21.2,279.4,83,23.5,168.2
212,홍천,2012-08,26.2,31.7,21.8,397.9,118.5,44,183.7
212,홍천,2012-09,18.8,25,14.6,161,51,17.5,164.1
212,홍천,2012-10,12,19.9,6.4,65.3,31,9,203.8
212,홍천,2012-11,3.3,9.4,-1.4,51.9,22,,161.2
212,홍천,2012-12,-6.2,-.8,-11.2,37.8,24.5,,162.9
212,홍천,2013-01,-6.8,0,-12.3,24.8,19.5,,141.6
212,홍천,2013-02,-3,3.4,-8.8,47.6,30,,181.7
212,홍천,2013-03,4.2,12,-2.4,38.5,12.5,,237
212,홍천,2013-04,8.9,15.8,2.3,58.2,14,4,198.7
212,홍천,2013-05,17.5,24.8,10.9,94.6,33,7,225.7
212,홍천,2013-06,23.3,30,17.8,85,44,19,230.8
212,홍천,2013-07,25.4,29.4,22.4,637.6,132.5,38,126.8
212,홍천,2013-08,26.3,31.9,22.3,105.5,36.5,24.5,215.7
212,홍천,2013-09,19.6,25.7,15.3,132.5,44,19.5,167.7
212,홍천,2013-10,13,21.5,7.4,9,6.5,1.5,210.2
212,홍천,2013-11,4,10.2,-.9,54.2,13.5,,163.3
212,홍천,2013-12,-2.4,3.7,-7,15.2,11,,148.6
212,홍천,2014-01,-2.9,3.7,-8.2,5,2,,163.8
212,홍천,2014-02,-.2,6.7,-5.4,13,7,,159.8
212,홍천,2014-03,6.4,13.9,-.3,9.3,5,,218
212,홍천,2014-04,13,20.9,6,33.1,11.5,4,201.4
212,홍천,2014-05,18.4,26.6,10.8,45.5,29,11,296.4
212,홍천,2014-06,22.6,29.2,17.5,58.2,33.5,14.5,184.8
212,홍천,2014-07,25.5,31.7,20.8,182.8,42.5,28,213.7
212,홍천,2014-08,23.7,28.9,19.9,164.1,68.5,14,142.5
212,홍천,2014-09,19.9,27,15.1,103.6,76,11.5,195.4
212,홍천,2014-10,12.6,21,6.6,54.3,28,6,205.3
212,홍천,2014-11,6.2,13.1,.9,23.6,10,,163.9
212,홍천,2014-12,-4.8,1.3,-10.2,11,5.5,,182.4
212,홍천,2015-01,-2.8,3.3,-8,7.6,2,,172.1
212,홍천,2015-02,-.3,6.3,-5.6,12,6.5,,172.3
212,홍천,2015-03,5.2,13.4,-2.4,11,4.5,,266.4
212,홍천,2015-04,12.1,19.8,5.2,97,20.5,13,206.9
212,홍천,2015-05,18.7,26.4,10.8,31,10.5,5.5,290.8
212,홍천,2015-06,22.8,30.4,16.6,51.7,22,8,259.3
212,홍천,2015-07,24.8,30.4,20.5,198.6,62.5,21,176.1
212,홍천,2015-08,25.4,31.8,21,114.6,38,35,219.8
212,홍천,2015-09,19.6,27.5,13.9,42.5,19,15.5,236.2
212,홍천,2015-10,13.1,21.1,7,41.1,17,7.5,218.5
212,홍천,2015-11,7.7,12.6,4,116.8,22,,95.9
212,홍천,2015-12,-.1,5.3,-4.3,16.1,9,,145.3
212,홍천,2016-01,-4.7,1.6,-10.1,.1,.1,,187.9
212,홍천,2016-02,-1.1,5.6,-6.9,35.4,17.5,,186.2
212,홍천,2016-03,5.8,13.3,-.9,39.7,38,,229.3
212,홍천,2016-04,13.8,21.8,6.6,76,21,7.5,229.4
212,홍천,2016-05,18.7,26.8,11.2,98.6,27,5,279.2
212,홍천,2016-06,23.1,29.7,17.5,54.5,23.5,11.5,248.6
212,홍천,2016-07,25.3,30.4,21.4,429.4,108.5,31.5,162.4
212,홍천,2016-08,26.6,32.9,21.8,38.5,21,10,226.9
212,홍천,2016-09,21,27.4,16.7,61.4,32,13.5,175
212,홍천,2016-10,14.3,20.9,10.1,69.6,25.5,9.5,161.3
212,홍천,2016-11,5.1,11.2,-.1,9.9,3,,155.6
212,홍천,2016-12,-.5,5.1,-5,54.8,23,,136.3
212,홍천,2017-01,-3.7,3,-9.2,10.5,5.5,,190.8
212,홍천,2017-02,-1.6,4.9,-7.8,7.8,3,,207.3
212,홍천,2017-03,4.7,12,-1.8,18.8,12,,217.9
212,홍천,2017-04,13.1,20.9,5.7,48.6,15.5,5,264.1
212,홍천,2017-05,18.5,26.2,11.1,22.8,12.5,12.5,286.3
212,홍천,2017-06,22.3,29.7,15.5,41.3,11,11,273.8
212,홍천,2017-07,26.1,30.7,22.8,578.4,124.5,43,132
212,홍천,2017-08,24.4,29.5,20.5,326.1,74.5,26.5,169.2
212,홍천,2017-09,19.1,26.3,14,50.4,28,27.5,214.6
212,홍천,2017-10,13.3,21,8.5,40,26,9,187.1
212,홍천,2017-11,3.4,10,-2,27.3,19,,179.8
212,홍천,2017-12,-4.3,1.2,-9.3,20.2,12,,179.5
212,홍천,2018-01,-6.1,.4,-11.2,3.7,2.5,,193.4
212,홍천,2018-02,-3.6,3.2,-9.8,24.6,22.5,,199.2
212,홍천,2018-03,6.8,13.7,.4,42.8,15.5,,208.1
212,홍천,2018-04,12,19.7,4.9,143.8,66,9.5,216.7
212,홍천,2018-05,17.1,24.1,10.5,268.6,158.5,63.5,242.7
212,홍천,2018-06,22.6,29.7,16.5,101.4,60,29,255.7
212,홍천,2018-07,26.6,32.7,21.9,204.5,86,22,252.5
212,홍천,2018-08,27.2,33.3,22.5,300.6,67.5,27.5,234.4
212,홍천,2018-09,19.2,25.9,14.1,77,25,7.5,200.3
212,홍천,2018-10,10.2,17.6,5.1,110,54.5,8.5,192.7
212,홍천,2018-11,5.2,12.3,.5,55.5,41,,141
212,홍천,2018-12,-3,3.6,-8.1,16.1,7.5,,176.7
212,홍천,2019-01,-3.5,4.2,-9.9,0,0,,215.5
212,홍천,2019-02,-.1,6.6,-5.8,20,13.5,,193.4
212,홍천,2019-03,5.7,12.8,-.8,38.5,17,,186
212,홍천,2019-04,11.1,18.6,4.3,58.1,17,11,197.3
212,홍천,2019-05,18.7,27,10.2,15,7.5,3,295.3
212,홍천,2019-06,21.9,28.9,15.9,65.6,34.5,7,234
212,홍천,2019-07,25.3,30.7,21.1,198.6,70,25,138.1
212,홍천,2019-08,26.1,32.2,21.7,215.1,63.5,50,229.9
212,홍천,2019-09,21,27.2,16.9,136.7,37,11,128.9
212,홍천,2019-10,14.1,21.2,9.1,57,22.5,6.5,164.4
212,홍천,2019-11,5.6,12.9,.5,56.9,30,,160.6
212,홍천,2019-12,-.2,5.1,-4.5,9.9,3.5,,132.3
212,홍천,2020-01,-.2,6.1,-4.8,61.1,53.5,,159.8
212,홍천,2020-02,1.2,7.7,-4.1,45,21,,171.3
212,홍천,2020-03,6.8,14.5,-.5,17,11.5,,238.6
212,홍천,2020-04,10.1,17.8,2.5,14.2,10,2.5,254.3
212,홍천,2020-05,17.2,23.6,11.6,105,39.1,13.8,185.1
212,홍천,2020-06,23.2,29.3,17.9,90.1,36.4,9.8,213.1
212,홍천,2020-07,22.8,27.9,18.9,213.9,61.6,22.3,130
212,홍천,2020-08,25.5,29.8,22.6,744.8,136.8,67.1,88.4
212,홍천,2020-09,18.9,24.7,14.6,136.3,37.9,10.7,141.9
212,홍천,2020-10,11.2,19.2,5.3,1.7,1.6,1,196.8
212,홍천,2020-11,5.6,12.3,.4,50.6,38.3,,157.4
212,홍천,2020-12,-3.3,3.2,-8.3,6.1,4.6,,168.8
212,홍천,2021-01,-4.8,1.4,-10.6,16,4.9,,164.4
212,홍천,2021-02,1.1,8.2,-5,4.3,1.8,,195.8
212,홍천,2021-03,7.4,14.6,1.2,111.1,82.7,,201.1
212,홍천,2021-04,12.4,19.7,5.5,100.1,47.8,7.1,212
212,홍천,2021-05,15.6,22.1,10,175,68,12.7,184.4
212,홍천,2021-06,21.4,27.7,16.4,67.2,17.1,13.7,181.5
212,홍천,2021-07,26.3,32.5,21.8,105.6,38.1,16.5,220.7
212,홍천,2021-08,24,29.1,20.4,152.9,56.4,48.4,131.8
212,홍천,2021-09,20.4,26.4,15.9,122.7,33.1,15.1,162.9
212,홍천,2021-10,13.1,19.9,8.4,41.2,11.2,6.1,126.3
212,홍천,2021-11,5.7,12.5,.8,50.7,23.6,,124
212,홍천,2021-12,-1.6,4.1,-6.3,3.5,1.2,,113.9
212,홍천,2022-01,-4.5,2.4,-10.4,3.1,1.5,,144.4
212,홍천,2022-02,-2.9,4,-9.2,5.9,4.5,,173.1
212,홍천,2022-03,6.1,12.9,.1,83.8,25.1,,164.4
212,홍천,2022-04,13.2,21,5.7,45.7,19.4,4.5,250.8
212,홍천,2022-05,17.1,24.8,9.7,10.9,3.9,5.1,264
212,홍천,2022-06,21.9,27.3,17,301,107.3,21.6,146.3
212,홍천,2022-07,25.5,30.8,21.8,226.8,55.9,19.3,149.8
212,홍천,2022-08,24.3,28.6,21.2,595.4,152,35.8,104.7
212,홍천,2022-09,19.5,26.5,14.7,242.9,158.6,22.5,164.1
212,홍천,2022-10,11.9,18.9,7.2,143.1,67.1,32.5,141.7
212,홍천,2022-11,6.8,14.4,1.1,41.5,17.7,,138.3
212,홍천,2022-12,-5.5,.6,-10.5,7.6,3.2,,121.9
212,홍천,2023-01,-4.4,2,-9.9,49.9,29.5,,138.3
212,홍천,2023-02,.2,7.1,-5.2,1,.8,,157.2
212,홍천,2023-03,8,16.5,.4,8.9,6.6,,227.8
212,홍천,2023-04,12.4,19.2,5.9,59.8,33.1,4.3,167.6
212,홍천,2023-05,17.7,24.9,10.9,135,53.3,7.4,235.5
212,홍천,2023-06,22.3,28.3,17.3,164.9,48.1,16.8,211.5
212,홍천,2023-07,25.5,30.6,22,452,77.9,44.6,150.7
212,홍천,2023-08,25.7,31,22,144.6,57,15,172
212,홍천,2023-09,21.5,27,17.8,154,47.7,15.3,144
212,홍천,2023-10,12.3,19.5,7.5,35.3,18.5,13.1,146.4
212,홍천,2023-11,4.9,11,-.1,89.9,43.6,,131.1
212,홍천,2023-12,-1.1,4.3,-5.6,97.1,37.3,,107.3
212,홍천,2024-01,-2.2,3,-6.5,11.6,4.6,,116.9
212,홍천,2024-02,2,7.7,-2.3,71,23.3,,90.1
212,홍천,2024-03,5.3,12.2,-.8,35,13.9,,176.9
212,홍천,2024-04,14.8,22.2,8.2,38.3,21.5,8.5,193.1
212,홍천,2024-05,17.1,24.4,10.5,99.5,36.5,11.1,250.9
212,홍천,2024-06,22.8,29.7,16.7,135.9,33.1,16.3,264.7
212,홍천,2024-07,25.6,30.1,22.4,423.2,86.4,22.3,111.1
212,홍천,2024-08,27.5,33.2,23.5,106.9,41.6,25.5,216.2
212,홍천,2024-09,23.1,28.6,19,171.4,54,14.5,146.5
212,홍천,2024-10,14.1,20.3,10,106.2,53.3,15.9,114.5
212,홍천,2024-11,7.2,14.2,2,43.3,27,,139.7
212,홍천,2024-12,-1.9,4,-6.8,2.4,1.6,,139.2
214,삼척,1995-01,1.2,6,-4,10,10,,214.3
214,삼척,1995-02,2.9,8,-2.5,48.2,27.5,,167.6
214,삼척,1995-03,6.1,10.9,.9,111.5,24.5,,169.8
214,삼척,1995-04,11.8,17.8,4.7,32,11.5,3.5,235
214,삼척,1995-05,15.9,21.6,9,23.5,11,3.5,221.6
214,삼척,1995-06,17.9,21.8,13.9,62.5,45,10,134
214,삼척,1995-07,24.8,29.4,20.5,153,45,25,174.5
214,삼척,1995-08,26.1,30.8,21.8,243,95,20,178.9
214,삼척,1995-09,19.3,24.4,14,40.5,26,8,169.8
214,삼척,1995-10,15.3,21.6,8.5,14,13.5,4.5,194.6
214,삼척,1995-11,8.6,14.8,1.3,40,38,,197
214,삼척,1995-12,2.1,7.8,-3.8,9,8.5,,190.1
216,태백,1995-01,-6.1,-.4,-11.3,13.6,12.5,,196.9
216,태백,1995-02,-3.8,2.8,-9.5,13.3,7.5,,166.6
216,태백,1995-03,.4,5.7,-4.1,83.3,29.5,,155.6
216,태백,1995-04,7.7,14.4,1.4,55.5,21.5,5.5,233.3
216,태백,1995-05,12.4,18.5,5.7,37,18,4,196.2
216,태백,1995-06,15,20.5,10.5,84.8,34.5,8,130.4
216,태백,1995-07,21.7,25.7,18,215.7,61,18,114.7
216,태백,1995-08,23,27.3,19.6,472.3,140,36.5,152.9
216,태백,1995-09,14.7,20.4,9.2,62.5,22.5,6.5,157.2
216,태백,1995-10,10.2,17.4,3.8,32,22.5,5.5,193.8
216,태백,1995-11,2,8.9,-4,22.6,7.5,,208.8
216,태백,1995-12,-5.3,2.2,-11.1,2.6,1,,191.5
216,태백,1996-01,-6.1,.7,-11.6,32.3,14.5,,186.4
216,태백,1996-02,-5.5,.8,-11.3,8.1,3.5,,189.2
216,태백,1996-03,-.3,5.3,-6,105.8,26.5,,183.8
216,태백,1996-04,6.8,13.1,.6,56.9,23,6.5,251.8
216,태백,1996-05,13.8,20.6,7.4,34.7,10.5,6.5,212.5
216,태백,1996-06,17.5,22.6,13.1,210.5,51.5,17.5,138.7
216,태백,1996-07,20.5,25.3,16.5,224.5,43.5,33,154
216,태백,1996-08,21,26.2,16.6,154.5,63.5,16.5,139.3
216,태백,1996-09,16.2,23.2,10.2,34.5,15.5,6.5,193
216,태백,1996-10,10.3,17.2,4,59.6,16.5,9.5,170.6
216,태백,1996-11,3.3,9,-2.1,49,15.5,,148.3
216,태백,1996-12,-1.5,4.7,-7,16.3,10.5,,204.8
216,태백,1997-01,-5.5,.6,-11.5,21.2,8,,196.5
216,태백,1997-02,-2.9,3.5,-9.1,40.8,22,,205.6
216,태백,1997-03,2.6,8.6,-3.1,43.5,18,,221
216,태백,1997-04,8.6,14.7,2.8,63.5,39,5,209.9
216,태백,1997-05,13.4,19.1,7.8,207,55.5,10.5,179.4
216,태백,1997-06,18.1,24.9,12.2,113,30.5,8.5,218.9
216,태백,1997-07,20.5,26,15.6,295.5,138,33.5,198.3
216,태백,1997-08,20.5,25.6,16.7,232,77,49.5,171
216,태백,1997-09,14,19.7,9.2,122,40.5,12,160.2
216,태백,1997-10,9.3,15.6,3,13.5,6,5.5,244.2
216,태백,1997-11,4.7,11.4,-1,170,44.5,,154.7
216,태백,1997-12,-1.6,3.3,-6,38.2,23.5,,141.1
216,태백,1998-01,-4.9,-.4,-9.7,93.7,54.5,,163
216,태백,1998-02,-1.6,4.1,-6.8,57.8,19,,143
216,태백,1998-03,3.8,9.6,-1.3,26,14,,237.3
216,태백,1998-04,11.3,17.6,5.6,162,45,10.5,172.7
216,태백,1998-05,14.7,21.4,8,113,36,12,224.5
216,태백,1998-06,16.3,21.6,12,186.5,70,9.5,128
216,태백,1998-07,19.9,23.5,17.2,259,39,20.5,61.8
216,태백,1998-08,21.1,25.4,17.7,340.5,74,29,101.2
216,태백,1998-09,17.2,22.9,12.4,240.5,119,11.5,150
216,태백,1998-10,12.1,17.8,7.2,87,48.5,14.5,164.8
216,태백,1998-11,4.3,10.2,-1.1,32.6,11,,197.3
216,태백,1998-12,-.1,5.5,-5.3,7.9,4.8,,192.3
216,태백,1999-01,-3.5,2.1,-8.4,3.3,1,,209.2
216,태백,1999-02,-2,3,-6.9,6.4,6,,198.6
216,태백,1999-03,2.6,8.8,-3.4,78.2,21,,189.9
216,태백,1999-04,8.8,15.2,2.6,119.5,34.3,6.5,224
216,태백,1999-05,14,20.4,7.8,115.5,40,5.5,248.5
216,태백,1999-06,18.8,25.1,13,179.5,108,20,225.8
216,태백,1999-07,19.9,24,16.7,147.5,45.5,16.5,92.1
216,태백,1999-08,20.1,24.6,16.8,435.4,158.5,57.5,95.7
216,태백,1999-09,18,23.1,14,462.5,123,32.5,144.1
216,태백,1999-10,10.5,17.2,4.4,87,29.5,7.5,175.4
216,태백,1999-11,4.1,10.4,-1.2,25,7.5,,184.7
216,태백,1999-12,-2.3,2.9,-7.1,6.6,3.1,,186.1
216,태백,2000-01,-3.9,.8,-8.5,34.4,12.2,,140.9
216,태백,2000-02,-4.4,1.6,-9.9,2.2,1,,214
216,태백,2000-03,3,8.7,-2.3,16.3,5.8,,223.5
216,태백,2000-04,8.4,14.2,2.4,53.5,35,8.5,202.4
216,태백,2000-05,14.7,21.1,8.7,80.5,23,11.5,195.8
216,태백,2000-06,18.7,24.9,13,115.5,54,8.5,177.3
216,태백,2000-07,22.5,27.8,17.9,99.5,35.5,10.5,180.8
216,태백,2000-08,21.6,26.3,18,290.5,47,37.5,
216,태백,2000-09,15.2,20,11.4,469,137,20,
216,태백,2000-10,10.8,17.7,4.7,18.5,12.5,4,38.7
216,태백,2000-11,3.6,9.9,-1.4,26.5,12,,150.8
216,태백,2000-12,-1.4,4.5,-7,3,1.5,,185.9
216,태백,2001-01,-6.3,-1.7,-11.1,37.2,30,,159.9
216,태백,2001-02,-2.7,3,-8,58.2,21,,167.4
216,태백,2001-03,2.1,7.4,-3.4,23.5,6.5,,222.2
216,태백,2001-04,9.7,16.3,3,20,11.5,3.5,303.5
216,태백,2001-05,15.6,21.4,10.3,27,16,2.5,314.3
216,태백,2001-06,18.7,23.9,14.6,182.5,42.5,13,273.8
216,태백,2001-07,22.9,28.1,18.5,179,77,22,317.8
216,태백,2001-08,21.3,27.2,17,40.5,11,5,300.7
216,태백,2001-09,15.4,21.2,10.6,131,45,7,227.5
216,태백,2001-10,11.4,17.4,6.4,112.5,44.5,12.5,219.1
216,태백,2001-11,3.6,10,-1.8,15.5,12.5,,208.4
216,태백,2001-12,-3,2.4,-8,23,19,,191.3
216,태백,2002-01,-3,1.4,-7.5,42.6,13,,169.5
216,태백,2002-02,-.5,5,-5.7,.5,.5,,222
216,태백,2002-03,5,10.6,-.8,37.2,14.5,,254.4
216,태백,2002-04,10.5,17.2,3.7,124,54,8.5,267.8
216,태백,2002-05,13.3,19.5,7.6,156,74.5,21,270.5
216,태백,2002-06,17.1,23.5,11,65,16.5,8.5,286.1
216,태백,2002-07,21.1,25.6,17.6,265.5,104.5,21,213.1
216,태백,2002-08,20.1,23.8,17.2,811,273,40,157.6
216,태백,2002-09,15.1,20.4,10.6,105,24,8.5,196.3
216,태백,2002-10,9.1,15.8,3.1,108,48.5,12.5,224.8
216,태백,2002-11,1.1,6.2,-3.6,8.5,8,,200
216,태백,2002-12,-1.9,2.6,-5.8,57,15,,147.1
216,태백,2003-01,-5.7,-.7,-10.9,23.7,6.2,,191.2
216,태백,2003-02,-2,3,-7,63.4,31.5,,177.3
216,태백,2003-03,1.4,6.4,-3.3,55.6,18,,225.8
216,태백,2003-04,9,15,3.4,205,68,13.5,220.9
216,태백,2003-05,14.2,21,7.9,149,60.5,11,276.3
216,태백,2003-06,17.7,22.9,12.9,181,96,17,243.4
216,태백,2003-07,19,23.2,16,289,52.5,20,190.2
216,태백,2003-08,20.5,24.2,17.3,242,45.5,19.5,199.3
216,태백,2003-09,16.5,21.3,12.5,391,134,36,168.3
216,태백,2003-10,9.5,16.3,3.5,33.5,16.5,7,249.9
216,태백,2003-11,6.4,11.8,1.7,106,28.5,,138
216,태백,2003-12,-1.8,3.3,-6.4,13.8,8,,205
216,태백,2004-01,-4.9,.1,-9.5,11.1,5.4,,216.1
216,태백,2004-02,-.9,4.5,-6.6,29.4,15,,222.9
216,태백,2004-03,2.9,8.6,-2.7,28,23,,269.9
216,태백,2004-04,10.4,16.5,4.1,99.5,44.5,7,272.2
216,태백,2004-05,15.1,21,9.5,79.5,32,7.5,282.3
216,태백,2004-06,18.5,24.1,12.8,306.5,141,36,269.4
216,태백,2004-07,22.5,27,18.9,310,69.5,19.5,226.8
216,태백,2004-08,20.4,24.9,16.8,299.5,98,20,206.7
216,태백,2004-09,16.5,21.6,12.3,160,31,8,179.4
216,태백,2004-10,9.9,16.2,4.2,8,6.5,5.5,219.7
216,태백,2004-11,5.5,12.1,.1,24,17.5,,206.9
216,태백,2004-12,-.5,5.1,-5.5,12.7,9.5,,185.4
216,태백,2005-01,-5.2,-.1,-10.3,33.5,29.1,,215.4
216,태백,2005-02,-5.3,-.4,-10.3,33.9,20.5,,196.9
216,태백,2005-03,.9,6.4,-4.7,68.1,14.2,,251.8
216,태백,2005-04,10.6,16.5,4.5,59,24,6.5,284.4
216,태백,2005-05,13.8,20.3,7.6,53,20,6,310.4
216,태백,2005-06,19.7,25.6,14.7,116,33,10.5,280.7
216,태백,2005-07,21.8,26.4,18.2,337,137.5,75.5,225.9
216,태백,2005-08,21.5,25.9,18,191,39,25,150.8
216,태백,2005-09,16.7,21,12.9,279,68,12.5,117.1
216,태백,2005-10,10.4,16.1,5.5,41.5,20.5,4.5,163
216,태백,2005-11,5,10.5,-.1,13.5,7,,195
216,태백,2005-12,-6.4,-1.6,-10.8,.8,.5,,199.6
216,태백,2006-01,-3.7,1.3,-8.2,28.9,13.8,,156.1
216,태백,2006-02,-2.7,2.2,-7.7,34.8,13.5,,179.9
216,태백,2006-03,2.2,7.7,-3.4,9.7,4,,248
216,태백,2006-04,7.6,12.9,2.9,122,50,12.5,170.7
216,태백,2006-05,14.2,19.9,8.7,126.5,52.5,10,214.6
216,태백,2006-06,18.7,24.5,13.3,179.5,70.5,36,226
216,태백,2006-07,19.4,23.2,16.5,743,170.5,50,64.7
216,태백,2006-08,22,27.3,18.1,268.5,50.5,35,164.8
216,태백,2006-09,14.5,20,9.9,94.5,35.5,7.5,172.8
216,태백,2006-10,12.7,19.1,7.5,72,49,9.5,187
216,태백,2006-11,4.1,9,-.1,105,59.5,,110.8
216,태백,2006-12,-1.9,3.7,-6.5,12.4,4.5,,173.9
216,태백,2007-01,-2.8,2.7,-7,7.4,5.4,,173
216,태백,2007-02,.1,6.3,-5.3,37.5,20,,170.1
216,태백,2007-03,2.7,8.1,-1.7,193.4,53.5,,170.6
216,태백,2007-04,8,13.7,2.9,36.5,8,5.5,185.3
216,태백,2007-05,14.4,20.2,9,92,33,8,235.2
216,태백,2007-06,17.5,23.3,12.2,138.5,29,20.5,174.5
216,태백,2007-07,19.3,23.6,16.3,265,78,27,96.1
216,태백,2007-08,22.4,26.5,19,298,69.5,20.5,115.3
216,태백,2007-09,17.2,20.9,14.3,386,58,12,64.5
216,태백,2007-10,10.7,16.3,6.2,13.5,5,3,143.2
216,태백,2007-11,3.3,9.6,-2,21,10,,178.4
216,태백,2007-12,-1.6,3.2,-5.6,10,4,,142.7
216,태백,2008-01,-4.7,.5,-9.4,65.6,21.6,,155.5
216,태백,2008-02,-4.9,1.5,-10.5,2.1,1.6,,221.2
216,태백,2008-03,2.6,8.6,-2.6,59.4,31,,179.6
216,태백,2008-04,9.3,15.3,3.5,63,25,4.5,203
216,태백,2008-05,14.6,20.8,8.6,56.1,20,10.5,213.7
216,태백,2008-06,15.8,20.8,11.3,150.3,51.5,14,136.1
216,태백,2008-07,23.2,28,19.4,264,108,27.5,131.5
216,태백,2008-08,20.2,25.4,16,201.4,57.5,15,148.9
216,태백,2008-09,16.8,23,11.9,47.7,18.5,6.5,167.1
216,태백,2008-10,11.9,18.9,6.5,24,13.5,3.5,208
216,태백,2008-11,3.9,9.2,-.9,10.4,5,,151.7
216,태백,2008-12,-1.1,4.1,-6,15.5,7,,176
216,태백,2009-01,-5.1,1.1,-10,17.9,7,,186.8
216,태백,2009-02,.8,6,-4.1,16.5,16,,150.7
216,태백,2009-03,3,8.3,-2.3,57.6,18.5,,180.6
216,태백,2009-04,9,16.1,2.8,67.6,48.5,6.5,212.5
216,태백,2009-05,15.3,21.9,9.6,101.5,37,9.5,230.1
216,태백,2009-06,18.8,24.5,13.8,104.5,26.5,20,185.6
216,태백,2009-07,20,24.6,16.6,431.2,128.5,30.5,95.7
216,태백,2009-08,19.9,24.7,16,136.8,60.5,13.5,131.4
216,태백,2009-09,16.3,22.5,11.7,73.8,44,8.5,147.9
216,태백,2009-10,11.2,17.7,5.4,28.4,12.5,7.5,210.5
216,태백,2009-11,3.7,8.4,-.5,71.6,16,,120.3
216,태백,2009-12,-3,2.6,-7.5,32.6,15.5,,160.5
216,태백,2010-01,-5.4,.5,-10.7,26.5,9,,190
216,태백,2010-02,-2,3.3,-6.8,57.2,15,,133.3
216,태백,2010-03,1,5.4,-3.1,109.5,28.5,,132.8
216,태백,2010-04,5.9,11.8,.5,61.9,21.5,5,182.5
216,태백,2010-05,14.2,20,8.6,99.8,58.5,6.5,196.9
216,태백,2010-06,19.1,26.5,12.8,34.8,15,9,221.9
216,태백,2010-07,22.4,26.9,19.2,91,40,11.5,117.6
216,태백,2010-08,23.9,28.8,20.5,215.2,35.5,16.5,110.2
216,태백,2010-09,17.4,22.9,12.8,373,80,38.5,131.5
216,태백,2010-10,10.5,16.6,5.6,24.5,11.5,4.5,138.2
216,태백,2010-11,3.7,10,-2,15.9,10.5,,211.7
216,태백,2010-12,-2.5,2.4,-7.5,11,5.5,,172.4
216,태백,2011-01,-8.5,-3,-13.8,2,1.5,,217.1
216,태백,2011-02,-1.6,4.5,-7,75,46.5,,157.4
216,태백,2011-03,.7,5.9,-4.7,33.3,23.5,,242.2
216,태백,2011-04,7.6,13.5,1.9,123.6,53.5,11,175.5
216,태백,2011-05,14.2,19.8,9,198.5,67,19.5,175.7
216,태백,2011-06,18.9,25.1,13.6,498.2,183,29.5,184.1
216,태백,2011-07,21.7,25.8,18.5,389.7,103.5,23,74.7
216,태백,2011-08,21.8,26.2,18.5,251.2,104.5,34.5,94.6
216,태백,2011-09,16.1,21.7,11.8,221.8,89,29.5,135.6
216,태백,2011-10,9.7,16.8,4,76.5,38,7.5,192.5
216,태백,2011-11,6.7,11.6,2.5,82.7,48.5,,107.8
216,태백,2011-12,-3.8,.9,-8.2,20.5,12.5,,162.5
216,태백,2012-01,-5.5,-.6,-9.9,30.4,11.5,,179.8
216,태백,2012-02,-4.8,.7,-9.9,.9,.5,,202.2
216,태백,2012-03,1.4,5.7,-2.7,65.7,20,,171.4
216,태백,2012-04,9.8,16.2,3.8,125.6,61.5,6,47.6
216,태백,2012-05,14.5,20.8,8.9,74.8,30.5,20.5,207.8
216,태백,2012-06,17.5,22.8,13.5,49.6,17.5,5,104
216,태백,2012-07,22.4,27.5,18.3,386,172.5,29.5,169.1
216,태백,2012-08,22.2,27,18.7,417.1,83.5,25,99.6
216,태백,2012-09,15.7,21.6,11.1,258.5,146,21.5,141.6
216,태백,2012-10,10.4,17.2,4.3,39.7,25,6,212.2
216,태백,2012-11,2.5,7.5,-2,30.3,15,,155.2
216,태백,2012-12,-5.5,.2,-10.4,44.8,25.5,,159.5
216,태백,2013-01,-5.9,-.2,-11,28.1,21,,171.6
216,태백,2013-02,-2.9,2.7,-8.6,29.5,20,,181.2
216,태백,2013-03,4,10.8,-2,54.8,19.5,,237.3
216,태백,2013-04,6.7,12.2,1.3,72.6,21,4.5,196.9
216,태백,2013-05,15.4,22.2,9.2,106.3,33,8,233.9
216,태백,2013-06,19,25.2,14.5,112.6,63.5,14.5,142.1
216,태백,2013-07,23.5,27.6,20.2,212.9,77.5,25,31.2
216,태백,2013-08,24.1,29.7,19.8,34.6,12,9.5,150.9
216,태백,2013-09,16.7,22.6,12.4,138.6,56,11.5,114.5
216,태백,2013-10,11,17.5,5.9,69.7,48,6.5,162
216,태백,2013-11,3.2,8.8,-1.9,48.1,28,,175.6
216,태백,2013-12,-2.5,2.1,-6.8,14.6,8.5,,161.5
216,태백,2014-01,-2.7,2.5,-8.1,5.8,4,,167
216,태백,2014-02,-2.2,3.1,-6.8,29.1,8.5,,114.7
216,태백,2014-03,3.7,9.2,-2.1,50.7,17.5,,177.7
216,태백,2014-04,9.8,16.5,3.8,104.3,37.5,5.5,184.8
216,태백,2014-05,16.1,23.3,9.8,28,7.5,5,274.7
216,태백,2014-06,17.4,22.7,13.7,152.9,34.5,30.5,104.3
216,태백,2014-07,22.2,28.2,17.7,87.6,32,31.5,163.2
